ResponseID,PROLIFIC_PID,ptp.race,open.16
R_1Neo3CL5aVkDyX9,5a092527074b190001251920,white,I support this proposition because diversity is lacking in public positions. Currently there is no significant consideration for such factors.
R_2XhbsavGibGGNeY,5f17f15f9292691b52d7d48d,white,"I believe that everyone should have a chance at employment, no matter their race, sex, religion, etc. I want to know that I got my job because I am the best person for it. "
R_zZpDgw3QFFCijpD,5d9538766b38a90019104f71,white,Minorities need the help in order to succeed.
R_UrlkWq6TD5FsFix,5f49806859401418f7ec6764,white,I support prop 16 because it can make government jobs more diverse. 
R_2QW0RdBBLKSSMKi,5e59abf6a2f2c51b5edabbf1,white,A person should not have an advantage over qualified candidates simply due tot heir race or or skin color etc.  It needs to be based on qualifications.
R_1JQoCbYd54lfKVK,5f7a1e66cb63b36606df6137,white,I do not support proposition 16 because I don't believe diversity should be a factor in public employment and the like. I think it is unneccessary.
R_3QWfJjydJOgwJ9n,5f16f559325a640008bb9a07,white,It is needed so people of all races and backgrounds are represented.  It also has no fiscal effect on the state or local governments.
R_vDAHKHO36qP1kGd,5eda7ea011ff6c0ea273a2f2,white,"I do not support Prop 16 because it opens the door for discrimination based race, sex, color, etc. "
R_2u9qJCs3gQuZ5e1,5dcf1f34da167d0705efa0a7,white,"This is a really tough proposition for me. In the end I am going to vote ""No"" on prop 16. I'm completely for pushing through measures that promote equality but I'm not in favor of supporting something that could disqualify me from being selected for a position because of the color of my skin. When I was in high school applying to colleges I was accepted as an out of state student to attend UC Berkeley. Unfortunately, I did not have the funds to pay out of state tuition. I showed up on accepted students day and had a meeting with the financial aid office. They told me that if I was a different ethnicity then they could assist me with receiving an academic scholarship that I would qualify for, but unfortunately because I was white that I didn't qualify for it. This meant that I wasn't able to attend Berkeley. This has resonated with me ever since and is likely the reason why I would tend to lean towards ""No"" on this type of proposition. "
R_2YwYqPgRQcYTKj6,5f12691e8427ec1bd6ba5e64,white,"I am undecided a lot on this one.  As of right now, I have read that this does not necessarily give minorities the edge that this is meant to give them.  I want to read more."
R_0rJ5eOqJQJ3FXbj,5f7fa70784150017071ce084,white,I think that diversity should be a goal and it should be recognized when making decisions. I think we need to account for years of systematic racism. 
R_2wG1pveCMBgtJHc,59f71f797086f80001941493,white,"While I think more diversity is needed in the workplace and on college campuses, enacting a policy that makes it mandatory to consider race, sex, etc. will cause resentment within the community, which will only cause more divisiveness. In addition, I feel like affirmative action was not successful when it was first introduced all those years ago, so I feel like this is a waste of time."
R_3M533cmiUNCu9Y9,5ea90859a303b73732c90bee,white,"I support ca prop 16 because it is the bare minimum we can do to make up for the systemic atrocities taken against under representative groups. A fair and qualitative analysis of individuals cannot include ignoring important social factors such as age, race, etc."
R_31i122p2dw6VCnZ,5d89a31c43734d0001b6a706,white,No certain race should get ahead just by race alone. Everyone should be ahead equally 
R_2CePS0nI4rTG9JP,5f1221640ad01c141571dc50,white,"To be honest I would research this policy more since the wording is confusing. I do think due to the systemic oppression of race, there should be more opportunities to help minorities. "
R_2CVy266FPGem6DP,5e3dff6b8714b707b9a258b0,white,"I just think that this is a duct tape fix to a more systemic problem. There needs to be a more thoughtful solution to allow diversity without purely policy. As mentioned, this policy with be dictated successful or not for different groups dependent on who is in charge and it just seems worrisome and not effective at diminishing real discrimination."
R_2Pz2Ns83arjjM7W,5eed87e4d8a3281c63b64683,white,"If I am interpreting this correctly, I do not support this proposition because it allows big companies and corporations to discriminate against minorities and people.  If it is a way of including minorities then I support it but I will do more research on what it is saying before voting."
R_3fBLVxUieXo7zrR,5a9493ce873cda0001dc6dfb,white,The people who are best at the job should get the job and it shouldn't matter their race.
R_2cdYEh0TeG5oK99,5edd5722d3e5b5a717e1b4a2,white,I would not support this given the fact the amount of racism that still exist and regardless if it passes or not this will still exist.
R_3R2CFJb9vEASDQP,5d4c7d1a2a25e5000114cf3b,white,"I believe that our society is tilted in favor of Whites. Considering race, sex, color, etc. means that people from different walks of life will get a chance."
R_1dvteMPwYJroIpF,5c313f27867f660001b0601c,white,I believe jobs need to go to the most qualified. If we decide on diversity than many qualified people lose out on a job and ultimately we will all suffer.
R_10PJDPWYTB9Sv85,5e8cfdc6ef455e0bb5293900,white,"Because everyone is equal and have the same rights, no matter race, sex, color, ethnicity or national origin. "
R_2pLd4ldNNDrL80V,5f501d100a752a18ce74e318,white,"Because it's would allow people in positions of power to unfairly choose people due to race, sex, color, ethnicity, or national origin rather than giving equal opportunities to people based on their abilities. "
R_3HG2TYP2rEvimkW,5a5547f9eedc3200014235ed,white,"I think hiring should be based on ability not by any other factor.  If anything, they should pass a law helping prevent nepotism."
R_1OrV6jgRwETj8On,5e52bb4bc841412c11894435,white,I find discrimination for any reason just doesn't sit well with me.
R_2zd6ROr5BOuJDeu,5ae7f99bd5ec5e000175f097,white,"I feel that it should always be the best person for the job, not who fits into their diversity program. It shouldn't matter what race, gender or anything like that when deciding who is best for the job."
R_2cpWT7f4UdhTkKA,5846c387d2be990001174c6f,white,"I will never agree and condone affirmative action because jobs, opportunities shouldn't be deemed by aspects such as race, sex, color of skin..it should be based on who can do the job the best and most affectively. "
R_3nAReTXOZ3bLj1W,5f0c058eda9c680009ef5de6,white,We should try to increase diversity in our work force - especially in the government. That way we can truly have equal representation. 
R_2EfNgFLecQY9PFG,5b5089f9c36d8d0001ee0f73,white,"I oppose affirmative action type of legislation, because it is a system that helps individuals but not based on the merit of their work. I am for meritocracy."
R_31ATOvhYI66xld4,5dab7683c514d8001730ae4e,white,I feel all these specifics about a person is not important. You need to choose someone based on if they will be able to do the job! 
R_3MKy8vR4s2wUBy4,5f74353775f1ed07db8edb94,white,"It offers various appealing benefits; including employment, which makes me support proposition 16 the more."
R_1r0sFQFJYdO9cP6,5edc8a9298364795a32abd97,white,I believe this would give people a chance at companies and positions that wouldn't normally have it before
R_2z5Xco68vhhkk0p,5bc086840ecc8c0001d8ab3f,white,I think its great effect of voting. none should think about the promotion.
R_3D7trYStcO1v3Bf,5e81037f7dd7d503f9d650a4,white,I do not support prop 16. Individuals should be hired or admitted into universities based on their merits of who they are as a person not based on who they are as a race. 
R_2A0Z9u6ft4O32Rh,5e6bea7807e1861a2aa53509,white,"i'm actually not sure about this one anymore. if this increases the chances for these minorities to get what they wish to get, then i'm all for it, but i'm confused by its wording."
R_2dGgi5MNmXc9skp,5f3b4e9c61c5b5864b78df00,white,"I support it because people who aren't as well off due to race, color, sex etc deserve additional support when they are being effected by employment decisions. "
R_2fiGwFApojqRFrz,5f5e279676b36669ac79e1cc,white,"It's a step to equality in the State of California, with this proposition some forms of discrimination will likely stop."
R_w1whzxM3E5sNWTv,5f5672240f229709c8ac06b4,white,Provide opportunity for a growing economy.
R_1mVKxkMbPWlBzcn,56e5b167b2093a000b4f1345,white,"I would support it if it improved diversity in hiring. However, I'm not convinced that it would be helpful. "
R_1JUDIaqdYg3r74y,5e55a94b80c350596a0be3ea,white,I favor positions in employment to be judged by merit only.
R_W7KnjzcCLYoopFv,5aeab6e39e185a0001b9e272,white,"I feel that race, sex, etc should not be taken into account at *all* when decisions are made."
R_2VQHvwcKekyirVP,5afa5252672ea800010d97e6,white,Diversity in hiring benefits everyone as it leads to a true reflection of society and the people who make it up. 
R_3MljBo6cJ3lMGVG,5eb446afafbfb028559ddcfc,white,"I’m thinking that maybe it helps LGBTQ also, though not mentioned?  Also, I support equal opportunity for all races, sex, etc."
R_7WE8iRzT4PggSVH,5eac5e65e410a10ce46e1eb0,white,I support prop 16 but have reservations over the wording of the bill. 
R_1jUsLGDT7xnnSnL,5c3b8f5d19ceb400010cc6b2,white,No answer 
R_D7s38I03qrhiush,5f47ec02c20934238573ee2b,white,"I will read more about the prop before I vote.  I want to make sure I fully understand all of the unintended consequences.  If I were told I had to vote right now, I'd vote no.  I'm really for equality, but I don't want quotas for the sake of quotas.  They need to work and be well thought out."
R_2yfwCdFB19tSFwY,5f2993920dddf60b87611e5c,white,I support Prop 16 because I believe underrepresented groups should have a better chance at success.
R_27dNjxWhArwU6b4,5ee68971dde4ef4056079287,white,it mandates a level playing field for all qualified candidates
R_2Rb8RofPG2miZCs,5f5d67a265bc6316cc331fc8,white,
R_3Rjyll8w513LdDk,5ac670c95cd1050001624545,white,I don’t support this because it seems like it is just taking away protections from vulnerable groups.
R_XpL3FsfKFc1ImM9,5f4196395630cd357ac33bc8,white,"equality of opportunity is an important thing to strive for, but it does not indicate a subsequent equality of outcome. "
R_2EgZVBSGC66fCR0,5f588bf925314d3f9e99b988,white,We need to grow together as a state and as a nation. This means carrying everyone along and making everyone feel like they matter because everyone matters
R_1DNBAUYIePRJA82,5dd0cd1c96afdf18a63b889a,white,"California should provide excellent education for all children, which would mitigate the need for such remedies. Structural change is required; Proposition 16 is a band-aid."
R_3KoWx4iYLXEQ0eU,5f80f801780ca21a9d420c86,white,"I support Prop 16 to further represent minorities in our country. Unfortunately, there is a real issue of wage differences between POC(People of Color)/White employees as well which also needs to be handled. POC should be represented in ALL aspects of our society."
R_296SXR97fibdpOJ,5e27fb1a28b7b6a0715e6991,white,"I think that further affirmative action legislation ultimately hurts institutions in the long run. It leads to less qualified candidates being selected for positions not based on their skills and abilities, but on their race, gender or ethnicity which removes the aspect of merit based selection of candidates."
R_vP8pr8pzwsfejnj,5b27416a7297750001c7183d,white,"I oppose it because it seems discriminatory to all groups. We shouldn't hire based on race to promote diversity, we need to hire based on talent and knowledge of the applicant."
R_11bZLjhyRscnWmq,59f8c2605c04960001c81a1c,white,"I support it because I feel like it will enhance opportunities for minorities and give greater representation to their interests. There is no real cost to society, nobody is going to lose out because of it and we can only all benefit. "
R_31mH6Jjtw4ktlFO,5d1653de3935ca001b87ff71,white,"I think I understand the general intent of the proposition, in that it's meant to try to address issues or circumstances where people might be overlooked or dismissed because of their ethnicity or nationality, but it seems like there are possible wider reaching and more negative impacts to such policies. Even if it's with good intentions, allowing neutrality to be disregarded in order to address the ultimately vague goal of 'diversity' doesn't seem like something that should be encouraged as an official policy."
R_5bWUg3osle6KLKx,5f5d67a265bc6316cc331fc8,white,"I think allowing everyone, regardless of race, sex or ethnicity opportunities is important. / Hopefully creating more diverse opportunities can achieve this, so I supported this."
R_1I6u6gh9d7reuRj,5cd134d8ec9cad000137ffcf,white,"I'm not sure whether or not if I do support prop 16, but if I had no choice but to vote for or against it, I would probably vote in support of 16. On paper it sounds nice giving disadvantaged groups more opportunities, but I'm concerned about it being used unfairly against those that aren't of a minority group. As long as this law does not prohibit a business from hiring their most qualified candidate, I'm for it."
R_1i51LBWf7V3F71E,5f6f738fef894f0dbf9839f8,white,Race is not something that can be controlled. It is unfair to base decisions on something that is decided at birth.
R_31iKp1Oa0xrrFIH,5bf6fc936c445d0001aeba98,white,"I think this can create a different system of discrimination.  I don't want ablility to be placed after race, sex, color, or ethnicity."
R_1IgCuAzpRbFdvih,5ec4d511831cf53d737f8a1e,white,"I support Prop 16 because our society has detrimentally discriminated against minorities so that they do not experience equal access or treatment. ""Affirmative action"" may aid in providing minorities with more equal access and is important to demonstrate how diversity helps all of society."
R_1PTq2wxLAlhekiA,5f18f59c873ae513a5357c2b,white,This would make minorities even more separated and that is the last thing America needs.
R_1LGyHsV6st5iS0K,5eeb412dde2ce12142b917b3,white,I think Proposition 16 allows for less discrimination and consideration of others' economic background. 
R_1rvuc73feyiX1vB,5c36f71e688b590001020d0d,white,"Someone should be hired based on their skills and value, not just because they're a minority."
R_2tl0FUMsnhvhpgR,5aea962d0ef2f20001858c9c,white,A persons race or gender should not have any bearing on whether they get a job or not. As long as someone is qualified for the position they are applying for then they should have an equal chance at it as anyone else that qualifies for the position. 
R_xFw2ljYBrX9hAJj,5f078308b1ceae026b948a49,white,Enough is enough....short of reparations this is a meagre but better than nothing path.
R_9vRrU0CC5yglzzj,5f60babb8abd17015b31c9fa,white,"It gives almost everyone to ease of freedom and a plays a great role in terms of diversity in Education system, working economy and contracting decisions made."
R_2rAPYOeJHDk5gaQ,5ecb5f8b69a975300877e1e4,white,I support this because under-represented groups should have a fair shot at everything. 
R_1C4klIdq4PTshad,5f7244f181f5c01654222f06,white,It would be difficult to regulate this change. It also promotes ideological issues of favoring someone for a position based on their skin color.
R_1M4b3SK6lrF2Jrl,5c0c458f07028b0001f6f685,white,"It is clear, after many years, that the ideal of racial, sexual, ethnic and national origin not being used against people in the workplace and in the world is not now and has not ever been achieved. When I was young, just as I was applying to college, it was applied in favor of minorities, and it made it a little better for them, but not much. It is time for this country and the entire world to help all people to achieve the same status in the world, if they are willing to do the work involved on an equal par with all others. Equality is what we need to strive for, and how it is achieved is something we have yet to conquer, what with all the hatred in the US and around the world. "
R_1115ZmW3YpX0E2j,5bc6e0f93808a50001649d75,white,"Honestly, I am currently neutral on this proposition. At this moment, I am unsure of which way I'll vote on it, or if I might just abstain from voting on this particular prop. I think that allowing diversity to be taken into account for these various decisions can go both ways - it could be a good thing or a bad thing, but it entirely depends on the person in charge who is making the decisions."
R_3QJAqJ7h5ydkIig,5f4b3687d1c4917059012297,white,"We need to equalize the playing field for those we have wronged in the past, as those wrongdoings have propagated through the ages until still today"
R_2CP9pbSUdC88DwY,5b99867122901b0001fdbd15,white,It will help the poorer communities who desperately need help.
R_3s00erJBe1bTqWJ,5d4b14caed2dfc0001a22c1a,white,I support Proposition 16 because I believe affirmative action to be beneficial in giving minorities and disadvantaged groups a better chance at being successful. 
R_26hS9jBnsIvXY06,5f7d2fada06245213ab10d1b,white,"I feel that this is the gateway to discriminatory hiring for the purpose of ""promoting diversity"" rather than for qualifications"
R_1Ebp2vmCCrvk03l,5ec9c46c10d2c34ec34e7a8e,white,"Proposition 16 allows for decisions favoring a candidate because of their race, also it puts back the system of quotas for minorities in jobs which makes no sense to have."
R_1hJZpMOg6LkoHgE,5cfec17adc24bc00016efa53,white,"Lack of diversity is still a problem in this country, and California can lead the way. Women, gay people, and racial minorities need help recovering from centuries of economic and social repression."
R_1dccyaoovdnuXr8,5a7763a62a842c0001fc3358,white,Quality of work product should not be diminished to promote diversity. The already unbalanced  policies that don't support women will now be used to promote diversity at their expense - for minority men. 
R_2sYWTn2nvJKHX5L,5559a3a1fdf99b514bba308e,white,"many companies are very racist and sexist, despite them saying they are not, but when you see pictures of corporation higher ups, 99.9% of them are white men. we need protection for those that are never even considered for their race or gender, because if these companies had their way, they would only hire white cis-gendered men."
R_28B9Rp33kYCsqGY,5d1295278a26640001dd9521,white,"I strongly oppose this measure as it no one should be able to choose whether to hire someone based on their skin color, as society has shown to lean towards whites being more favored over minorities. I feel as though this proposition is trying to trick us and will not help minorities in the long run."
R_1Ocj9Jxvvck8rSN,5f4b05134c635016743ab85a,white,"If you start basing choices on these items you invite more discrimination, not less. "
R_3KHM1FspEfnu39U,5e73f5e1b43d0202ea7de7ef,white,"Race, Sex, Color, ethnicity, nationality- none of these things should have any bearing on weather or not a person is able and capable of doing a job. If you were just looking at someone's qualification written down, none of those factors would be known and therefore would not male a difference. If diversity was a factor, then people's basic racist tendancies would come out and people would be discriminated against for factors they have no control over."
R_3WrXzZ9j9fbNCIF,5ee5fa4205dd1933fb45e80b,white,I feel as though this proposition would give opportunity to those who otherwise would not have a chance. I support Prop 16 and think that it would benefit minorities more than it would harm other groups.
R_2wGlgG5w95Uv10j,5e521b3e1b676823220e7bc8,white,Those factors dont effect peoples outcome so changing that would just be unfair to the system. 
R_1Q5B5uz7bPzhAkl,5e71a15c56204e0ce950fbde,white,"As it is now, white people (especially cishet men) are given greater accord. We need to balance the scales."
R_28N802PiTo85EmY,5dcec32a367c6d000a4282c2,white,It's clear that racism is institutionalized in USA.  This kind of legislation might mitigate some of the negative effects of it.
R_1gMyyEWMrGJRmEA,5d92832f82e59d001a0e7f1b,white,It's racist. You need to select the bet person for the job. It shouldn't matter what color they are.
R_31TmPNrYeAM64Fe,5d011cca2e4a6800177e8e08,white,It sounds like a good idea but I feel that the outcome will be more influenced by who knows who.
R_2rUyEVb9L2koSr2,5a90cbb56475f900019f8b1c,white,"I support Prop 16 because I believe underrepresented minorities do need to be given more opportunities in universities and workplaces, and one way to help do that is through affirmative action. Although, I do believe that more action needs to be taken to address these problems at their roots, this is a reasonably good first step."
R_1PTdYBbV7OXSkOd,5a98a60f873cda0001dca147,white,"I support Proposition 16 because it is something that has already been established in other states with good results. I believe in giving minorities a fair chance at getting good jobs, going to college, etc."
R_1OUjXh7EVeJ3hJM,5f5ec3f662497c16a90c7124,white,"All this will do is give unscrupulous employers a valid, legal reason to look at a person and judge them by sex, race,etc."
R_2wyqZZdsFCNvLnn,5f59c423d0f7be000a1fa330,white,I support this proposition because it brings more diversity to our government organizations.
R_1LInOcL5uRToGFl,56ee521a65ca4d000cc39e55,white,I am on the fence about this one because it seems like it could be used to discriminate as much as it could be used to increase diversity. 
R_1GxHULCZwve3YCm,5f479154dc1bde17b64d7eb5,white,"I do not support CA Proposition because if mishandled, some groups would be neglected"
R_2dBcCWjjRj2wzmG,5edc0fe5b8c1638c557a330c,white,"Race, sex, color, and ethnicity should play no role in the hiring process. It is discrimination. "
R_2Tz7VwkFMuHU3cn,5f595d6b04c0ab1af3b8eda8,white,"I do not support CA Proposition because though diversity could lead to proper division of labor but with the wrong management, some groups might be marginalized "
R_1BVl8pw33xPJkUc,5df97cf6deea2b70989b6528,white,"I think Prop 16 might be able to balance the inequalities of certain populations in the educational setting and the work world. It might allow some people who are not likely to succeed otherwise, get a chance. "
R_1Pd5NfW9E71H7Hn,5c4f6c99b813a200011e3473,white,I support proposition 16 it allows diversity
R_WetszOUUpQJrX3j,5d047da3cc139a0001d690f5,white,"I'm honestly quite split on this one and don't know what I will vote, or if I will abstain on it. I can really see both sides of the argument and am unsure if this would actually help underrepresented people."
R_2rCJuTrnTKi4Joi,5a49d6a06d85f80001c25bc4,white,it restores legislation which previous existed and is directed at ensuring a fair opportunity for all
R_1lgEUjxXWmhsVAY,5de970024172e2000c9dacd2,white,Because it will make hiring of minorities fairer.
R_23ZCjjbyvAUBSST,5f3be5b76e42ae9700e3a8af,white,I don't agree with anything that gives someone an advantage based on factors they have no control over.
R_1rwZiB5PnxEAyzN,5f0790955cb5d73c1aef665f,white,I support Prop 16 because it seems like a good way to repair disenfranchisement in certain populations. Minority status does matter in terms of how it affects your life and we should acknowledge that instead of pretending it doesn't and everyone is treated equally.
R_1OTt8SYgDIFioTQ,5c800507a1d4b900114f28c4,white,Proposition 16 just presents yet another flaming hoop that employers have to jump through when trying to put together a workforce. It will create another special interest group that will further put our state in debt.
R_3p2YEqXBzQObYoV,5e53f934158f1d3e9d2d761e,white,"This proposition offsets the likelihood of individuals and companies discriminating against minorities in their hiring practices. Our country has shown that true diversity and equality will not be met without some intervention. The more people experience minorities in their real life, the less they will be prejudiced. "
R_1LvbGQFDNkzQ4k3,5eba2b79c8c303170107d91a,white,"I have only heard of Prop 16 though the fact that I just finished applying and getting in to college last year and thought to myself a lot how a underrepresented Hispanic man going to one of the worst schools in my district has to compete with the white kid with a nice house in the suburb who had the opportunities to compete in whatever he wanted, take whatever classes he wanted, or had his life not be put down by monetary issues. If he can't get in to his dream college that's alright, he probably has the money for an out of state school unlike me. "
R_2aLWDPCukgQGmG5,5f403a4b58e175160201b6e0,white,We have not reached a point where equality has been reached in the minds of hiring authorities Removing existing rules and policies now will allow/encourage going back to hiring and contracting practices that will exclude minorities and underrepresented people. 
R_2X4FI1iwtfDG72e,5db735afb9a7d8000a76c5c9,white,"I am in favor of affirmative action. Black, Latinx, and Indigenous Americans have been discriminated against for hundreds of years, and now the country needs to lift them up."
R_337uZH3kJO613RC,5d816efe41253e001843dfde,white,"I dont think the government should be able to determine decisions in these situations which will no longer be a meritocracy if passed, regardless of the racial backgrounds of individuals seeking employment, education, and contracting decisions. "
R_247CgH4U2Xp8UPp,5e52be2a3771352c9f14de1f,white,"Racisim and race-based discrimination is absolutely wrong, and harms both the groups being discriminated against, and the ones who benefit from it.  "
R_3lWbL38sqGlBmuy,5f374eb9fc3d551d552b66a8,white,"While it could end up being simply a band-aid to superficially address the discrimination in this country, it could also induce a more accepting society as a result."
R_2v0Kmu1CR9bslH5,5e18311b05e15111038a6515,white,"Because there are other propositions that support public employment, education, and contracting decisions for work"
R_6xQ58pCxVDq0mzv,59f4da40b47dfc0001b65e8f,white,I am actually very familiar with Prop 209 which this is repealing because it directly affects my work. I feel that there could be some improvements made to inequities. There was a large drop in underrepresented enrollment in CA schools following the Prop 209. 
R_1JJi7KsompPcUUj,5f056f93bc410b874038a3c9,white,"People should not be hired based on the color of their skin, sex, ethnicity, etc. It is ridiculous to hire someone to meet a diversity quota. People should be hired on account of how well can they do the job that they are applying for."
R_3NDHUzE4KcBFrwZ,5e3309ad239ceb2d47d47c4a,white,"Jobs like the Post Office already cater to minorities...as a matter of fact I have seen minorities get a job over a white person due to ""quotas"" that need to be met."
R_2wyuw3OwAzEHbcO,5f6144795b9ecc0de81708a6,white,I support Prop 16 because I believe that diversity is a very important thing.
R_1plMEIaSlyF14Nb,5e9aa65a9d211b140b6919f7,white,Why I support CA Proposition 16 is because it gives people from many different backgrounds more opportunities to address diversity in government making policies. That means people of color are being given the opportunity to have representation in the government and it is not only white people given multiple chances.
R_3QDC7yMcvfSCN3c,5e6fc0b165f32b590f6316b5,white,"At this time, I support CA Prop 16 because it might enable those with less opportunity to prosper. I know we've tried this before and am not sure that its fiscal impact on underserved communities was successful, but something needs to be done to level the playing field. "
R_3RmSbNY54N0rl1K,5f6537e6959e910ba5c4d260,white,"Poorly written, and would be implemented poorly. Could be beneficial for some, but ends up being very one-dimensional."
R_2YmQi4HAdC5pSG2,5ab1fc05811b2000016fafa4,white,"I support prop 16 because it is unconstitutional to discriminate on race, sex, ethnicity or national origin in this country and I don't think it is helpful or fair to operate employment or education with this bias, ESPECIALLY in the public sector. Private sectors may be able to ignore diversity, but PUBLIC governmental agencies should NOT be able to use this as a claim!"
R_prs3SkJrcrpoQjn,5f2c02b92fa93502612aea81,white,"I believe under represented people deserve more of chance to be hired, as there is an implicit bias against them still today."
R_xrTmvQmK5tW5qwN,5e55d4fad4c2b65dc3a9db0a,white,I don't feel that this is a good idea since it implies that minorities need extra help.
R_3RqfR525EMZgEYu,5e7189e9c1c9980afeb13d1e,white,I think I answered this wrong. I would actually vote for prop 16 because it does allow diversity in public jobs. My mistake. I read it wrong and over thought it
R_3HAjYG3ip5yljPC,5e4ef4b624196533f5056604,white,I support Prop 16 because it will allow those in groups which face struggles in our country to have better access to things that those in other groups can access easily.
R_2zSmbGart2sGw6h,5e45c0936093fd0a5d85a793,white,"I looked up pros and cons on this proposition and one of the cons is, it would be a step backward, introducing a new form of discrimination to favor politicians’ favorites. Because of this, it gives me doubts about this proposition."
R_331MLzdG9FvRDSD,5d1cc35f9aae2900197c4ea4,white,Would allow for the hiring of certain groups that might not have been considered other wise.
R_DbLsrm1KKTL2MBX,5f46dae84739660badc271ba,white,"The biggest reason for support is because it just isn't happening. Leaving things to work out themselves when it comes to giving certain groups greater opportunities sounds fair but ultimately isn't. There are too many people at the top that use their positions of power to sway hiring policies. There is a lot of truth in saying it is about who you know, and currently some groups simply don't have access to those ""who you know"" type of people."
R_1n0KalKff5S8kX6,5e2394c45514e6642dd8c16a,white,This policy could potentially open the door for the government to make decisions that are not in the best interests of everyone. This could happen equality and sounds very uncertain.
R_11YiU4MTyLI6Y1v,5beb6415feaa4a000164e011,white,"i'm pretty sure that employment etc. decisions are already factoring in race, sex etc. / I don't think legislative amendments will make much difference. The explanation of the proposition itself says that effects are uncertain."
R_1EYBCy2OQViajqo,5e9a30b9df05890c0ea9afaf,white,"It should be based on merit, not diversity. I’m all for helping minorities but it’s not really fair."
R_eK7PIn7v5HclUgV,5f5032d880ec781b6c73cfcf,white,"This prop opens the door to racism, under the guise of being woke. /  / -This type of prop scares me, because the types of people that I've seen pushing these things (i.e., SJWs) seem to have a malicious axe to grind against majority groups, (i.e., white, cis, males). They take privilege--which is sort of diffuse, and unequally distributed, with different effect sizes across individuals--and act like there is a clear, universal effect, and the people who receive it are evil and must be punished. /  / -Second, I think that a lot of demographic groups are highly correlated with being poor and underserved in the USA. But being a member of those groups is not equal to being poor and underserved. I would rather affirmative action be taken in terms of economic inequality, rather than based on rase, sex, color, ethnicity, or national origin. That's just straight up racism. / "
R_Qc5rUNsmQ3VN3Mt,5da7fdd14bfc4300136e0b6a,white,If the LGBT supports THIS and ALL of the DEMOCRATS then NO I DO NOT support this bill because It goes against my FAITH!  Now I do AGREE on every other RACE to have a fair shake and have the SAME OPPORTUNITIES except NOT GAYS or TRANSGENDERS !!! Lets give them their own island and see how LONG they will LAST !
R_3029xMCncpPduqh,5f6e3d7c7c5b2935095c2f45,white,"I support it because I believe that all groups deserve an equal amount of opportunity. I do not believe that any one group should have more opportunity, power or wealth than another. "
R_2PzhiV3j1g4PfU3,5efcf8058797591157883860,white,"Race, sex, color, ethnicity and national origin are factors that currently inhibit minorities within those groups from succeeding as mush as the majority within those groups. Allowing diversity as a selection factor helps even that playing field."
R_3j22ZOxmb9gCWNy,5f483e454191762f064034a0,white,"I do not believe anyone’s race, gender, ethnicity, sexual orientation etc. should be selected out for any policies. "
R_2SI933q7686Oqse,5ee143ff2ec63852160688cc,white,I support prop 16 because it allows for affirmative action. We need affirmative action to combat our history of systemic racism and raise minorities up because they are already starting at a disadvantage /  /  /  / PS I think I might have answered the second question of the survey wrong but I can't go backwards so I'm not sure - I strongly support prop 16
R_3r27qcP0lFoKqFs,558a327cfdf99b2d75651681,white,"I supported Proposition 16 as I think that it helps to eliminate systemic racism within the public employment, education and contracting fields of expertise."
R_2ErRqsaNGmUNRb5,5d3394eb0627450019214cbe,white,"I think that minorities have been so disadvantaged, that if all other factors are equal, they should probably get a leg up. It's hard to know how this proposition will be implemented (i.e. hiring unqualified minorities simply for diversity's sake) so I'm not totally rallying for it."
R_3Jfv1KTDkV4klOG,591f9101acfd340001376293,white,Do not like the idea of government quotas.
R_RP455qfW5v6VMvT,5e233cddc176f05eb292e2d5,white,"i support CA Proposition 16 because, we need diversity everywhere even out workplace "
R_sUwXWMYygw3wQqB,5e1d0bdfdc1a170a132a6980,white,"I want to support it, because we need more diverse voices in a lot of spaces, but the way I remember this proposition going about the task is unacceptable. It wants to full-on repeal the part of California's constitution that says you can't use race/gender/etc. as part of the weighing process when hiring... yeah, that does make it easier to have affirmative action programs, but it also means that some jerk could just decide he didn't want to work with me because I'm a woman, or that he didn't want to work with somebody else because he considers them too ""ethnic"" or ""foreign."" "
R_2S3vxlZqmCWSfOL,5f4eca7fc5d4d01177ba8045,white,I support this because I have family who are in education and this would helo out teachers.  This is my sole reason that I stated yes.
R_2VjQ6vsqd7qsrit,5c6f1e080b99a000018cc53b,white,"I am really undecided about this- is it affirmative action dressed in new clothes? Part of me feels it should be if you  able, if you earned it or got the grades (as getting into med school). The other is that women and minorities have always had a tougher time to 'get in'"
R_bO5w1LQGyOOjU7n,5ae1e9328ee5bf00018c8332,white,We need more diversity in public employment positions and often people are not even interviewed based on their name
R_aYoQ1x5CC33BY5z,5bef5e84c9f863000124de4b,white,"Affirmative action creates a sense of equity for BIPOC; because they are less likely to do well in school due to financial and social setbacks, they are less likely to look good on college applications and to employers. Affirmative action creates a more level playing field. "
R_3RrVBwxy7NBiok2,5e38e49a8445881060c60eaf,white,"I STRONGLY DO NOT SUPPORT CA PROPOSITION 16, and this is why... /  / Because as you are making it a factor to allow diversity in Public Employment  ect.  for one group of people, based on how you see it, you are then at the same time discriminating against another group.  So basically you are doing the same issue  as ""they "" are fighting against."
R_2bN8GAlZt6bZkJE,5e28c2073265b009fd16b816,white,"From the text provided, it does not ensure that unfair applications can be done by the government."
