ResponseID,PROLIFIC_PID,open.16
R_2YYvdVdJPRY97k2,5a9416ba6475f900019fa690,"I don't think you should get a job based on the way you were born and I'll tell you why. If minorities aren't getting the jobs they want, they need to educate themselves properly and work for the job they want. I don't believe the whole 'they went through generations of problems they don't have the money' excuse. They offer scholarships just for minorities, yet there is no such thing for a white person. Seems like a minority privilege if you ask me... but moving on... We should ask ourselves why more diversity would make the workforce a better place. It most certainly wouldn't is the answer. This is because jobs should be delegated based on relatable skilled qualifications only, regardless of race. If we start handing out jobs based on the way people look, then we're passing up those who are truly most qualified. This is going to hurt efficiency and cost us countless dollars, so the part above about 'no fiscal impact' is absolute bullshit and frankly ignorant. What it really boils down to is that the minorities need to stop having a pity party for themselves and get to work. I'm a white male, and I've never experienced the white male privilege I hear about. I've worked for everything I've owned, was given nothing by my parents, paid my own way out of my pocket through the part of college I completed with no loans or debt by starting to work after school at 16, and endured reverse-racism from a white hating manager who was black at one of my first real jobs. In addition, I overcame homelessness at one point in my life, and never once was offered anything beneficial for the color of my skin or sex and never had to beg to get myself back on my feet because I did any kind of work I could. Getting myself out of that situation was extremely rewarding and taught me self-reliance and made me realize that the majority of excuses you hear today are just that, excuses. So in conclusion, it makes absolutely no sense whatsoever to vote such a stupid proposition in, and it shows how shitty this world has become with a bunch of whiners who don't want to work for anything. I wish our country would tell them as my parents told me, ""If you don't like it, don't let the door hit you on the ass on your way out""."
R_2QDMzkHqw2NElKu,5b824fb6cc06660001a302d4,"I do not support any policy that basis their hiring decisions on race, sex or other physical characteristic.  I believe the best qualified candidates should be hired for the position, regardless of their physical appearance, race , sex, or ethnicity.  The Prop. is discriminatory."
R_3h9jAOZhTfhfICp,5dba0a89ffee14070ae13f74,"It goes against what I believe to allow government to consider race/religion/sex/etc for policies. As long as we treat people differently, there were not be real equality. "
R_2tF51dOzRBAmqny,5da883c13b410d0017c55b0f,"Affirmative Action has never worked to equalize conditions and that is exactly what this is...only with a different name. Affirmative Action sets blacks up for failure which, in my opinion, part of the problem with our society. You have white liberals convincing young black people that they are oppressed and that we whites ""owe"" them something. So, we give them jobs they aren't qualified for or send them to Universities like Harvard where the entrance exams are easier yet the workload is the same and they fail because they don't have the education or skills to do the job or keep up with the school work. So what happens? They quit their jobs, get fired, drop out of school and go right back to where they were before...poor, uneducated, unskilled, out of work and on public assistance. I don't support giving anyone of any color a free ride in life or making things easier for one group in an attempt to equalize conditions. Not only is it unfair for those who don't benefit from having dark skin, it does more damage to the people hoping to succeed yet ultimately failing due to stupid laws such as these."
R_dd0G3xmiiEORvRD,5f1cdd88ea92af5be7cc9cd9,More diversity in the work place creates a more well rounded environment in which to work. 
R_2xKxzF9GgQRWqXy,5f3f0938d81eba1e56fa6f93,"This policy will at least attempt to even the playing field for non-white people seeking work opportunities. In so doing, it may begin to correct the considerable lack of ethnic diversity in this area. In theory, this will lead to a more equal, progressive, fair society - at least, that's the hope."
R_1LwLNRmqaT4Q2QS,5de2e977c0049d31a113991a,"I generally don't support things like this.Usually on things like this it never really helps anything...though to tell you the truth on this particular case I couldn't think of why it wouldn't help. /  / I consider myself fairly liberal...but I am starting to bristle at how we need to make special exceptions for, well, just about everyone these days. Getting kind of sick of it."
R_1n2fLczFyTpu4bE,5e520fe5fe2087237b1b8cd1,"I think it's important to consider these things and ensure they're representative of the entire population as a whole, especially when in positions of power. I'm glad more POC are employed already, but like the proposition says, it would also include sex, color, and ethnicity, which are still vastly underrepresented. Intersectionality is important, and we need to be aware of the internal biases that we have come into play when making decisions about people"
R_3CARQvNWjehgH7M,5be9fd84271bf10001525264,"i do not support the push of diversity. If one is qualified they are qualified, and race should be the second factor only if it is so desired not because it is law."
R_1pR6bsTzy7pXO1v,5d5dc2d37bfc8400013b653c,"I support CA proposition 16, because from what I understand it helps those of different races, ethnicities, and color to get ahead. I think it will help a great deal to have something in place where people cant discriminate."
R_3RaZ5G2OA3z8Eqe,5f1deb9afe31fc7710bd0cc3,"I fear that employers etc would use this as an opportunity to declare whites the ""minority"" and use the legislation to seek only whites when filling positions. This would be used against non-whites and would be legal racism. "
R_2AElF8dOHwGagJP,5db222231ff7b4000ab2cfc1,"If I'm understanding it correctly they want public employment, education and contracting to be more diverse.  Which is great and I agree with.  I do not think though it should be made so if someone is less qualified they get a job just because of their race, sex, etc.  I think always the most qualified should get it."
R_1fZoOvF4EddB9h6,5de90ac82f942d02d848bbfe,Even though it would support more white people in general it would be jobs overall. So in that case it is not a bad idea to bring employment to so many.
R_1YvueiOivgkEo9z,5e9f60dd9d60ec0f754485d7,"I don't think people should get jobs based on anything other than their qualifications to do the work. Nobody should be discriminated against, but this is not a proper answer."
R_1FDkEXHiXatl7F9,5de5496937e1d50ca63e0fa5,"I think everybody has a right to any job they are QUALIFIED FOR. In this case of Prop 16, it should have been voted down long ago. Especially since CA is such a liberal state, I wonder why this law has been on the books so long. They don't like to practice what they preach?"
R_8kuc2R1qPt3gqxX,5f4c2113406b631181a1c81e,I support prop 16 because I believe it aids in giving all minorities an equal chance at admission.
R_25tnbDdysmJ24W2,5c743522be30fc000194739d,"I would like to see employment decision-making in public employment be empowered to lift up and actively recruit people of differing race, sex, color, ethnicity or national origin. This means that the people who represent/work for the public in public employment have a better chance of actually representing their constituencies. "
R_3fl6511jgT9kZU2,5f4aabe80fc64066571f2bb1,I'm genuinely in favor of this because I think getting more diversity into areas of society is an overall good and the negatives to it are small in the long run.
R_3O772Z0FeX8O2Ax,546e3778fdf99b2bc7ebcff6,I think everyone should be given an opportunity to better themselves.
R_d45wElHANYQNneV,592fcc8ab97ad00001744d37,"I support the CA Proposition 16 because I believe more people should be getting jobs regardless of their sex, gender, ethnicity or origin. Everyone needs an opportunity to work."
R_ykVumYRapyZTogp,5d3bfd65aca82300157c95c2,It repeals what sounds to be a very unfair constitutional amendment. It also transfers decision making control toward local municipalities and away from the state. 
R_uxNCxWPU0x0xiX7,5f249da725a8240a33fbdded,I support it because it would help people of color get more jobs. They have been discriminated enough.
R_3sn5YGxPAiro86V,5dbcab257d3d3625a70a80b1,I think it is a positive change to support CA Proposition 16. It allows for diversity when making government-level decisions.
R_5Bla3m7YhaS3Qyt,5de32e1c48241d344895b791,"I do not feel race, sex, color, ethnicity, or national origin should be a factor in any kind of government decisions or decisions period. "
R_1FlKbuwOPGFWWmC,5e8a5d007022a071a5ca9673,"I support the intention of the proposition, but I am concerned that it might be used as an excuse to discriminate against other minority groups (like non-black/hispanic LGBT people and women) because they are trying to fill a quota for a particular minority group. I think employees should be hired based on merit and personality and not based on their genetic background."
R_1pPXE2QmPsYgIVV,5eeab9f1f350fb1d5514f964,The sins of our country's past dictate that we unbalance the playing field for some groups so that they can catch up on the American dream other groups have knows for decades.
R_2yr5g3RdAozEQWt,5e53fbe72650ea3f3d1b8511,"If we truly want equality, meaning we are judged for our skills for the job - not our skin color, sex, etc, then we can't look at these things when deciding who is best to fill a position.   We should look at their skills, training, and education, and use the best person to fill the position.     "
R_3iVUP2VTmWeFkFB,5e8e01b6835f3608583cd894,I think it's important to give people opportunities. 
R_3qJyH6kp4jACMpV,5f4bd6ce25629f695ca807ba,There is a lack of diversity in government workers and it seems fair to me to give minorities a more equal chance of obtaining a job. 
R_3pooqsDDVVCHb54,5eb983034987d1074b5232ce,"I’m glad I don’t live in California, I would not agree w/their policies."
R_3nCo7tM0KV4Ljno,5c6f64cdcacbc8000113ed19,I don't support it because I see it as giving the government too much favor in diversifying groups especially minorities.. 
R_3oZNY4fiWadlYdJ,5d7cefc73f9ae70018b400f1,I do not support race-based policies. Anything not based on merit is discrimination.
R_1K0YJWgrXpq0TLw,5c4be2759233b80001b2ed8a,I don't think states should be able to override constitutional laws. Hiring should be merit based 
R_1oisKrifQgDUnQA,5a84af788fe2dc000105fa07,I dont permit it because it doesnt make any sense to me.
R_2uHEEyU6jEsz19p,5e1e42f5ed7a201a239d2584,Allowing diversity as a factor in hiring allows for all races and cultures and both sexes to have a chance at employment.
R_3iEkpodlZUHxFOE,5ca25f7048f78e0018fdac10,I think the best and most qualified person for the job should get the job. I don't think race should have any influence one way or another
R_7arrJHh0COVEqHf,5ebc6d34046b2a0bc9f2b3b8,affirmative action has seemed very successful there. Expanding it further would be unfair to prospective Caucasians.  
R_1DCHubFPHi5FaSc,5e0d08e94f849e4a8cba7acd,I'm planning on voting no because it would keep the protections about discrimination. 
R_2y47kEHO6a76P7V,5e46aa20caec81000b7d4f93,Everyone already has equal rights. 
R_3hztusJNN1PQgrA,5f5a3fb377501a0aa57ef38c,I like that it gives everyone a chance at success.
R_3oTkNahJbsbpQ0G,5e72575a104c0f0813406d9e,"I do not support CA proposition 16 because it would harm the chances of employment for minorities in this sector. Additionally, it would allow for discrimination in the job application process when a job should be based on a city and not factored out of ones control."
R_zfmOipkt0yHaSch,5d4a00936952cd00153619fd,I support Prop 16 because many minorities are wrongfully looked over with employment.  But I'm not 100% behind it.  It should go to the overall best qualified to fill the position.
R_2wdaKcnOLoU6Q5g,5d0109d87cd400001a9adefb,It didn't seem to increase diversity as much as it should.
R_2dgWFyMtc0Qxnei,5cadf2fa7e99a900171c4705,"It is confusingly written. If it means there will be more diversity I support it, but its hard to tell.  The percentage rate for increasing positions for minorities previously reported in this survey did not seem enough in comparison to the increase for non-minorities. "
R_AzeVVxmNVNmGMcp,5f4c0b4e35c09580cc58c297,"I always believe that the best available candidate should be considered for any job.   It should not matter what race or gender the person is, nor should groups be required to hire someone just because of their race or gender to meet a quota."
R_1LbZc1H2AX2wfg8,5e82a76d09f66f9cd3aeb0e7,I believe this proposition would be taking a step backwards in regards to racial equality. If someone gets a job solely based on the color of their skin it is far from a fair employment process. 
R_2ZJ5rL75iIoovz1,5bd8a00a96b35e0001679819,I think we need more diversity in employment
R_2fpJoDnOt4C7Nc6,58f119ede174d700015856c4,"I think allowing diversity to be a factor in public employment would be a good addition to equality in the workforce. Diversity in the work place is good for company moral, ingenuity and growth. "
R_2c1kDwx6LDto4F7,5e4622475ea85e10df45b4a0,I think diversity needs to be focused on a lot more in our society.
R_3rIBv6BhQyPTZgD,5b180cd1db971600013d34cc,I think it's great to improve diversity in all aspects of life.
R_C9soIByFXferROp,5dcccec0092079953154f997,I believe that diversity could be a right change to the inclusion of all people.
R_1jr2b5ETZEL0c0S,5dfa7beb37241c7d124bb4fd,"I don't believe you should anyone should consider race, sex, color, ethnicity or national origin when making hiring decisions.  The best people for the job should get it, regardless.  Also, if you allow people to make their hiring decisions based on the above list, you open the possibility of using them to discriminate, which would be legal under this proposition."
R_1PefwIXAfYZCxaB,54f8b0cdfdf99b5396a7d0a2,"I think we have focused too much on this criteria - it was very useful for a few decades. Now, it causes harm to the very groups it is supposed to help. I prefer putting effort into education and skills training and job skills training - then all can compete and get hired based on skills etc..."
R_30tMi6t0vRJ5QQM,5ea9704edf73440535b5e34d,"I think it would give a fair chance to all that want to be employed, seems overall to be a good thing"
R_2xYtpNt4qHHc66X,5dba53eec07b5f093edebdd2,La propuesta 16 marcaría un regreso a la acción afirmativa en California después de que fue prohibida en 1996 
R_ZyOzNQ0wnxQ7aUh,5d5af833f35ed70001e17a5c,I do not support because this would be one group at an advantage and the other at a disadvantage.
R_2e9BfaFKyUbenB4,5ba1460a235af60001fef5d8,I kind of support this proposition as it gives less advantaged people an opportunity to be successful and make a better living. 
R_3h9goH5NmrUOo8K,5e9af4184c5f7818ccf9a43e,"I support hiring the best person for the job regardless of race, religion, or sex. If persons are being discriminated in the hiring for these jobs, I'd support refocusing efforts to remove the racist people from the hiring board."
R_RsFTapTEH76xm7L,5eb59571d84b730b01d4b2ca,"Everyone deserves a chance to succeed. No one should be denied a chance because of their skin color, sexuality or education."
R_1OZvWLjxI5nAnHV,5dd97dc7cf8e7e90c9addca7,There is nothing wrong with permitting the consideration of these characteristics.
R_263BY1RhaBtZ1b7,5ebec8ea81dc120cd9ba66da,"I don't really like the idea of affirmative action, but our society still has too many problems with racism and sexism and other forms of discrimination to take it off the table as a tool to rein in discriminatory outcomes.  It's a crude and kludgey measure and is often implemented somewhat awkwardly, but we at least need to have the option to use it when it's appropriate, and that need isn't going to go away soon."
R_2usnCTwclz7JTfj,5b9a8089e3677a0001468916,"I am not sure I understand it correctly, but I do not think race, sex, color, etc. should be considered. "
R_2sceoreGofHJY3c,5d754511abfec00001d24e13,"I believe in CA Proposition 16, but only if it does not allow less qualified people to get a job. That would only hurt the people they are trying to help by not having the best person for the job in the position. If the candidates are equal in qualifications, then choosing a minority for the position would make sense."
R_12ojDbV0f5H7MEe,5dae498cc624b50010c7ff91,THERE IS TOO MUCH OF THAT NOW- IT SHOULD BE BASED ON SKILL- NOT SKIN COLOR. PERIOD! 
R_xzKVhj8PAfEPUJz,5eb0bbbc0be27c183500b45d,"As a queer individual, I fear every day that my rights will be taken away from me or I will experience discrimination. I empathize greatly with all minorities who rely on diversity initiatives in order to get equal opportunities and rights"
R_1MKBu036WInK6xF,5f16077e3bd76c2c91b6c12f,We need to have more minorities in power. Its been way too many years where white men hold the seats of government or authority. 
R_3P4rwMZCkjwBmOy,5f03144271d0604adc1a5e8b,"America should be a meritocracy, you should not be given or denied anything based on the color of your skin, but your qualifications and how hard you work. The fact that people of color think they deserve a position or anything due to the color of their skin is analogous to white supremacy. People of color are not special nor at a disadvantage when it comes to life, we are all given equal ground to build a life upon. Forced diversity will be and has been disastrous for everyone, especially when people are given things instead of working for them and having the right qualifications. Again, we should be a meritocracy above anything."
R_3iF55wyhPrmjT7y,5dd435b8370810425c2368cf,Lack of diversity in every facet of US society has resulted in vast swaths of the population being disenfranchised; often in multiple ways. waiting for the current prevailing class to make the necessary changes gradually at their pace is insufficent to provide genuine equality for all.    
R_2dXcPrWe11jZ6nt,5edea425636ea9137e9627ed,Allows employers to increase diversity in the workplace which is known to improve businesses and help minorities get a leg up in a terrible economic system that has treated them like shit. 
R_2YLkDJDTSOp2rme,5bbbca5d63ea8a00019bd7fa,I think this will create an environment in which white people wont be able to get jobs in these positions. I think jobs should be given because of the qualifications of the person.
R_2xSmuR609kV9cEK,5d715656929cf40018e8aba3,It gives others a chance to ogive jobs ti those who might need it or not be considered for it
R_3nrfkL1F5sw1oHR,5f2b5e6035114f5b246a4d7e,It is supported by the Democratic party and I believe it will help those who are not white.
R_2fJ7aY8lA2v7YJL,5f402eb4fbd8df145068b805,It reminds me of Affirmative Action. I think that everyone should have the chance to work for in public employment and that the percentages should be representative of the population.
R_8ffOEx38it0iR9v,57ce74a271536c00015f12ed,I support this proposition because it allows more diversity in the workplace and for people of diversities that are not present in some workforces to be able to be incorporated so that they can feel equal and one with the others. It is nice to be able to have diversity in the workplace so that we can learn from each other and learn to be accepting. 
R_26mT6TYIcxFB8v3,5bb3d470a1aed700011f6575,I support the idea because it is unfair for minorities to not be considered because of their status.
R_1EhPVlZQE98BA6c,5dcefdea710dfc05309c2f77,"I support the idea of Prop 16, however I think it will do little to make any substantial change."
R_2ZCS4PTaDrCz1BW,5f398b6ba7d28410fe399d3c,If race becomes a factor I feel the employers will seek out and employ more whites.
R_ZK4vULrpvUiYMxP,5d88db42c1d06e001a1fdcab,I think when you hire someone it should be based solely off merit and experience.  I don't think you should hire someone based off of race or sex.
R_3rYbELUVLZSFykM,5ea8071eefba051fb86923d1,it's hold by black and Hispanic people that's why i do not support.
R_22X4ubEIDnZe0aw,5ede60c98698430b9b16fd42,I think that people should be treated as individual not lumped together.  People should be evaluated base on how they complete their jobs and should be compensated accordingly.  When you start legislating how people should be treated in can have unintended consequences.
R_BWxVmY1t1pmdx9D,5c0fa2324324e80001c951c9,"I don't think people should be hired based on their race alone, you also need to take into account a person's past experiences and education and work ethic. "
R_2fyaKYt516cat0h,5ef78f819d93424af2af742b,I think things should be more balanced out as they are. As many competent people get knocked out because of the factors mentioned in this proposition. So I am all for something to balance out the playing field so to speak. 
R_A02TzzAgwVRO6Qx,5f3d260ee2373502ca194567,I believe that diversity should always be thought about.
R_1kYXh2Vja31SMlv,5d230db3ad94ee001affee7c,"While I oppose these types of measures being implemented on private companies, a public sector job can have these types of measures. If nothing else I would be interested in seeing and studying how such a policy can affect employment and social well being among the various groups and I would be in favor of trying these policies to give traditionally disadvantaged groups a path towards greater employment and better social outcomes. "
R_2XdrZAAgu10AJ7d,5ed7b0c434b99f089ca78d13,I don’t think it is fair or just to allow the government to consider diversity as a factor in employment etc. They should look at every individual not based on their color etc. 
R_1Q9jlNu73qe0nO0,5e07a0898dffa00ff1aaf60f,"I like that it considers diversity but it already has diversity going on. I do not like the fact that it will consider the race, sex, color, ethnicity or national origin to address diversity by repealing constitutional provision prohibiting such policies because it will depend on the future choices of state and local government entities and it is highly uncertain..."
R_3F1Zw3Vmt7T4v8z,5eddac9011c02eac9e4a602c,"It is tough to say that I support it as I do not think race or gender should be considered when hiring someone, but the potential for things like ""good old boys club"" style culture without it is very possible, at least looking at where I work. From the statistics presented it seems like no group will truly be disadvantaged by this passing, I would hope that it would remain a smaller factor when picking a candidate than someones ability to complete the job."
R_yXgFdZoSSEDgRxL,5ca60cd95a6f9a0015b2d034,"I think all people are responsible for themselves and whether or not they succeed. Government does not have to create equality, people should be treated as all equal ad have same opportunities."
R_2a9wQ3jUsjF9wPP,57027c1f68c641000e0c8970,I am not sure if i like it or not as I don't understand it completely.  if you say yes you can consider race sex color etc to address diversity.  it can also backfire and keep minorities from getting jobs etc   Some people might use it to gain diversity but others may use it to not gain diversity.  I would need to ask questions about it.
R_ymOHwkHoO7A08il,5f1a63f36291c21767fb1505,"Curbing the hiring process to prioritize race, sex, color, ethnicity, or origin does not benefit the company in any aspect in terms of employee capability. None of those factors determine how well a person can do a job so they should not be used to give a person a job. Companies will be passing on exceptional candidates simply because they have to fill a quota of a certain makeup of people."
R_3eb65e9kC1Y7x7G,57656f6c2bfddf000125cce5,"I support it because it does make sense to consider diversity for government positions. Favoritism and connections play a role in hiring for those positions, and diversity considerations could at least balance out some of that."
R_2q9iOGdATAMz2qm,5f08916db314750bc9206ce8,"Allowing this to proceed would allow discrimination as well, which is awful and we've worked hard to get away from that."
R_Xj4By5wt8S9x3cR,5f63f02c33bdbd1740292ffd,nmjjjjjjjjkkkkkbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb. hjbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb
R_2aQVpjOJWOCYTbD,5c3cd3463b58fd0001e1f076,I feel when applying for employment the only thing that should be considered is can the applicant do the job they are applying for.  Nothing else should matter.
R_10USWEh9ApaZl84,59f224ce40333e00017edfe8,I oppose to this law because I don't believe those things should be considered at all.  I think the only thing that should be looked at is experience and determination.  
R_2QEVigsLJ2AZu2o,5ca790cff1bfa50001907068,"I support the measure because it would help to further strengthen minority communities and to improve their conditions and relative standing. The situation in California is not as bad as it is in many states, but by allowing consideration of minority status in hiring decisions, there should be more room for programs and efforts to increase equity in the state and to increase minority representation in the state's public sector."
R_0uB17HKSNvBETlf,55cc7cfb74297e0005235c27,"I think instead of focusing on race or other attributed, people should just be focused on qualifications. "
R_2bT4qj3Inkp5EHh,5eda86226763346ac679ca5f,I do not support because it brings race into government policies. This isnt right as decisions should be based on qualifications and not race. 
R_1Q4QGAgLbx3I3R2,5f1772a48f94240cd18b340e,"I do not support CA Prop 16 because simply put, race is not a trait that should be taken into account in the hiring process, only traits and history related to the work should be taken into account, basically if they're good enough for the job, they should get the job, I don't think there should be a legal basis that goes further than anti-discrimination laws to have employers take race into account."
R_1DHWjKJ8mkjzjbN,5a8ab8e6f49c9a0001f3aae1,I don't believe things out of a person's control should be a factor. Their character and how competent they are at their job should be the only deciding factors.
R_1BR8cQ5WHFWa8BN,5f4e8b768a8a9c09568b35e9,"I believe the government should employ those who are best for the job, regardless of gender, race, ethnicity, etc. "
R_2TM2jRFZjWGOyP3,5ca7de334311a70001cfc1d5,I do not support this measure because this is not the Government's primary function.
R_3PyQM6j19nL7uxF,5f0f378a344f93094d24248c,"Removing the stipulation may systemically implement a policy of discrimination. Diversity quotas, even when made with good intentions, do not age well, and may not keep up with changing demographics. "
R_2wc3i8IPt8f8hiL,5eb9d2d982b79e1195d46ef5,It recognizes the struggles and discrimination minorities receive when trying to get employed and will take it into consideration 
R_1F4zGd4tkqnYfDR,56fa002e8425ef000b3a4276,To ensure diversity 
R_3r24AhD5TPEgyYd,5f60c59e27f26f0219f4b20b,"Due to systemic discrimination in housing, education, and policing, minority groups already have a large disadvantage in obtaining positions and status in our society. Policies such as this are simply leveling the playing field a small amount. "
R_2Y4WJWekjqn7qg5,5ecea3c7025e2b28bba8f2b3,"I think it may have some positive immediate consequences, but shortly after will be used as a dangerous precedent for legal discrimination."
R_1jd3bgKUkm2K5Xr,5eb0c3f05aeb111911ad74de,"It's important to try to level the playing field, and allowing diversity as a factor in employment will help with that."
R_3OeJ7JD9wunvMed,5f19d10eb65001064337d202,the proposal seeks to include the diversity of people of different colors and regions
R_1hPTYWhxmFzqkFc,5a8e54c9f49c9a0001f3dc3f,"I don't think the constitution should be repealed just to make this policy. I think the best people should be hired for a job and it shouldn't be based on race, sex, etc."
R_3O0OJwDw52bXCdc,56c3cf0511e0940006d43f99,"If I understand it correctly, CA PROP 16 would allow for more diversity in the workforce and in public education. I think it is a good measure to give everyone the opportunity to earn at a fair rate."
R_3PZv9C0UZZC7lBt,5f1048ff661dcd2c210ae5b2,"I believe it is difficult enough for racial and other minorities to find employment in general, and this would make that even more difficult. It would only seem to benefit white people, who already have enough privilege."
R_3fE2bHfyQ5KrMiT,5dab320180cabf00168279d7,Discrimination is wrong. Hiring should be based on qualifications and nothing else.
R_2pLEWk8gG5wDhKU,5f46e652e5b26a0bd7814c98,because it will bring about equality
R_397IIEG4Xj5tMop,5f48178511a0402b7915e84d,"I think we may be able to increase diversity in other ways than looking at race and ethnicity as a factor. This measure could, in my mind, continue to highlight the differences between groups. In an ideal world, this measure wouldn't be needed as all would have access to equal job opportunities. / "
R_URUnjPlRmrJge9r,5b1eff2f3522660001b4693e,"I don't feel like this is necessarily something that will make a large difference or should be codified constitutionally. While it might be well-intentioned, simply removing the provision that prohibits these policies might lead to discrimination elsewhere that is no longer unconstitutional. "
R_1MLGmcvOWNzcQz7,5f4697e0397260030853b803,CA Proposition is very important for every one.
R_3Muqu5L3856bJE4,58add4364d580c0001e0bf38,"This seems like it could be a double-edged sword with regard to discrimination. I'm not sure how it would be implemented, but I see potential for abuse from employees and employers."
R_2Yh86LAB9OYEBcu,5c01dc58067bbf00019bb318,"I slightly favor the proposition because it will help guarantee minorities are fairly represented in government hiring.  If the proposition passes it would help minimize any racial biases hiring mangers may have, no matter how subtle or even unconscious, they may be, along with any biased systemic processes within the organizations.  I did not fully approve of the proposition because it could make the hiring process too biased against white candidates."
R_3hGChHFDoMiC7uR,5bfcaea90ef039000138174a,I support this proposition because all groups of people should have a say in the decisions that impact them and if the majority of those making the decisions come from just one group then that makes it unlikely diverse interests will be considered and incorporated. 
R_28BsC8GDO6aVUw3,5da497568034e40011366267,I support Prop 16 because it will help minorities gain equal representation. It will be good for society as a whole and promote equality and diversity.
R_2QW2oAbtjRSGRad,56e32190e414dc000c8b40ae,I support proposition 16 because it will allow for greater representation of under represented minorities in relation to government hiring. 
R_XyM130f1aMMFaeJ,5ed8565f3b309d18f2a0b194,"I'm actually undecided on this proposition, because I don't feel there's enough information for me to determine whether repealing the constitutional provision to consider diversity as a factor in hiring could have negative effects, i.e. provide an opportunity for discrimination, rather than open fields to diverse hires. In principal, I am open to consideration of diversity in hiring if candidates agree to it. I do feel that Caucasians are often favored in hiring decisions and have to prove themselves less than those from underrepresented groups. "
R_3hc4S0q3FPVJlKm,5cc1d47e2daae1001887e01f,people need to judged  based on ability not color / gender should never matter in a job
R_3qewXcUdcuiw5sg,5f596abb349f1f1b834a54e5,I think that everyone should have better chances at succeeding in life. CA Prop 16 would increase the opportunities of the minorities and I think that it will give minorities a louder voice.
R_1gd1Gb6Zf3D0bZe,5eecb84ce3b08706c38823c9,"I do not think that race, sex, color, ethnicity, or national origin should be considered when making policies.  Those factors shouldn't matter and everybody should be treated fairly."
R_33fOjuzDlTZKMDE,5e6560b5b402952e900827c5,i do not support any policies that hire on the basis of sex or race
R_2c0CUKhXRV6mjjX,5ec363015300031ba29317c6,It will be helpful for minority
R_2E61fRbjVKsydPH,5e238c0a415cc263c2afd470,I'm opposed because for decades we were told not to discriminate based upon race and now are being to to do the exact opposite.  It seems Democrats simply want to do whatever is best for them at any given moment.
R_1OUE3sFce1H9cAI,5f1302787eb0132b224916fc,I won't say I'm smart enough to understand everything in the proposition.  Just going with the first set of numbers given that 60ish percent growth of jobs will equal an increase of 76 percent of jobs for non minorites and 24 percent increase from minorities.  That number seems off and skewed to assist white people more than anything else.  If I am reading that right I could be against prop 16
R_PYBKu1UumdFl7PP,5b54b7622680970001a9a7c9,"People should be judged on their ability to do the required job, not by what color they are. It is discrimination."
R_27NVFZVG5d0KnU2,5de6edf4fc03e96696601785,"I think that it's great more diversity will be seen in workforces and education. However, it is difficult because it seems unfair to choose somebody less deserving of a job over somebody else just because of gender/race/etc."
R_2B4jtKhQVgTTvEr,5c6d7db58f6257000148f61d,I’m against it because it’s to focused on race people should hire who best at the job not a list of diversity check list.
R_1GuY9R3HMWRyjET,5ef1450b517aa723a13d47a9,"I do not think race, sex, color, ethnicity, or national origin should be a factor at all in employment decisions. Employment decisions should only factor the individual's qualifications, and hiring people based solely on their race, sex, color, ethnicity, or national origin for sake of so-called diversity is just discrimination by another name."
R_cMDWvwo0WCAq9BD,5f11065f8a1b1a45a4a1a62d,This would allow affirmative action to be carried out as intended. Prop 16 would allow minorities to have equal access to opportunities in California.
R_1pmVywXUOnP6hGv,5f2d6ff6905f8201e8b08811,"The United States is systemically racist.  That's not saying everyone is racist.  That's not saying everyone in the system is racist.  That means, that even if there were no racists in the system...the system itself is still racist.  The United States was literally founded by rich white dudes who found it acceptable to say ""all men are created equal"" while ""owning"" human beings.  How fucked is that?  Even with all the changes that have been to the Constitution, and laws that have been passed over the years, the tables are still very much tilted to benefit rich white dudes, and fuck everyone else.  Maybe a document written 230 some odd years ago by people who owned other human beings simply because of their race isn't a good basis of government, and we should just start the fuck over.  The people who started the US said we should do so when the government no longer benefits the people...well, the government in NO WAY benefits the vast majority of people.  It only benefits the wealthy, and the folks in the government (many of whom are obscenely wealthy). If the only way to make racist assholes hire more diverse candidates is to codify it into law, then codify it into fucking law.  Then, burn this place down and start over with actual equity and with a diverseness in voices creating a new government.  I hate it here."
R_AibaIYqgxnECQF3,5c239f96da51990001e21d97,"if you are allowed to consider race,sex, color, ethnicity to make hiring,ect decisions it can be used both for and against people  "
R_2ydYUbcWRpiDFsT,5de653ee9a9da55cd975664a,"If we truly want people to be treated equally an fairly, I don't think we should take this personal information into consideration when hiring. I do not think it promotes equality in the workplace."
R_XzgU84BdbztcJe9,5c5e327c935f3500016f6e7b,Because I am all for equal rights and opportunity
R_3yfgSgbpxY0i96F,59d1e366faf42e00012b6c1c,"People should be hired for their qualifications. Period. If you work hard, persevere and are determined anyone can succeed "
R_22yvQaBMepEZ0Qi,5f523f45e29c994ab5242eb1,I support it. Because it is very important for our country.
R_2z8POs3HbW9dgWm,5ec3a88b8f2bc920a9404940,I don't th
R_1E7mR0nlJE93Te9,56bb6812bf2129000b53ce26,"It is business suicide to hire based on gender or race.  You hire qualified people, not just because the color of there skin."
